# calculator golden matrix — cameras=100 per row; units = recommended
# unit count for VX5-V600-320 alone (VSR floor 1.1; no storage floor —
# storageGb already carries the utilization buffer and the binary charge).
# storageGb = required decimal RAID-net at the 88% default Max disk utilization.
# recordedStorageGb = modeled video over the row's retention, no buffer, no
# binary charge. The separate rawStorageGb column is gone: ADR 0131 removed the
# +5% audio/metadata term that was the only difference between the two.
# bitrateMbps / bandwidthMbps are DECIMAL and at the event peak (duty cycle 1.0).
# ret = the row's own per-group retention in days (ADR 0132).
# resIdx = index into RESOLUTIONS; cxIdx = index into COMPLEXITIES.
resIdx,fps,codec,cxIdx,motion,ret,rec,frameKb,bitrateMbps,bandwidthMbps,recordedStorageGb,storageGb,units
0,5,h265,3,50,7,50,1.124954,0.05142886,5.142886,97.20055,123.6762,1
0,5,h265,3,50,30,100,1.124954,0.05142886,5.142886,833.1476,1060.081,1
0,5,h265,3,50,30,50,1.124954,0.05142886,5.142886,416.5738,530.0407,1
0,5,h265,3,50,60,100,1.124954,0.05142886,5.142886,1666.295,2120.163,1
0,5,h265,3,50,60,50,1.124954,0.05142886,5.142886,833.1476,1060.081,1
0,5,h265,3,50,90,100,1.124954,0.05142886,5.142886,2499.443,3180.244,1
0,5,h265,3,50,90,50,1.124954,0.05142886,5.142886,1249.721,1590.122,1
0,5,h265,3,75,7,100,1.124954,0.05142886,5.142886,291.6017,371.0285,1
0,5,h265,3,75,7,50,1.124954,0.05142886,5.142886,145.8008,185.5142,1
0,5,h265,3,75,30,100,1.124954,0.05142886,5.142886,1249.721,1590.122,1
0,5,h265,3,75,30,50,1.124954,0.05142886,5.142886,624.8607,795.0610,1
0,5,h265,3,75,60,100,1.124954,0.05142886,5.142886,2499.443,3180.244,1
0,5,h265,3,75,60,50,1.124954,0.05142886,5.142886,1249.721,1590.122,1
0,5,h265,3,75,90,100,1.124954,0.05142886,5.142886,3749.164,4770.366,1
0,5,h265,3,75,90,50,1.124954,0.05142886,5.142886,1874.582,2385.183,1
0,5,h265,3,100,7,100,1.124954,0.05142886,5.142886,388.8022,494.7046,1
0,5,h265,3,100,7,50,1.124954,0.05142886,5.142886,194.4011,247.3523,1
0,5,h265,3,100,30,100,1.124954,0.05142886,5.142886,1666.295,2120.163,1
0,5,h265,3,100,30,50,1.124954,0.05142886,5.142886,833.1476,1060.081,1
0,5,h265,3,100,60,100,1.124954,0.05142886,5.142886,3332.590,4240.325,1
0,5,h265,3,100,60,50,1.124954,0.05142886,5.142886,1666.295,2120.163,1
0,5,h265,3,100,90,100,1.124954,0.05142886,5.142886,4998.885,6360.488,1
0,5,h265,3,100,90,50,1.124954,0.05142886,5.142886,2499.443,3180.244,1
0,5,h265,4,0,7,100,1.666599,0.07619091,7.619091,0.000000,0.000000,1
0,5,h265,4,0,7,50,1.666599,0.07619091,7.619091,0.000000,0.000000,1
0,5,h265,4,0,30,100,1.666599,0.07619091,7.619091,0.000000,0.000000,1
0,5,h265,4,0,30,50,1.666599,0.07619091,7.619091,0.000000,0.000000,1
0,5,h265,4,0,60,100,1.666599,0.07619091,7.619091,0.000000,0.000000,1
0,5,h265,4,0,60,50,1.666599,0.07619091,7.619091,0.000000,0.000000,1
0,5,h265,4,0,90,100,1.666599,0.07619091,7.619091,0.000000,0.000000,1
0,5,h265,4,0,90,50,1.666599,0.07619091,7.619091,0.000000,0.000000,1
0,5,h265,4,25,7,100,1.666599,0.07619091,7.619091,144.0008,183.2239,1
0,5,h265,4,25,7,50,1.666599,0.07619091,7.619091,72.00041,91.61196,1
0,5,h265,4,25,30,100,1.666599,0.07619091,7.619091,617.1464,785.2454,1
0,5,h265,4,25,30,50,1.666599,0.07619091,7.619091,308.5732,392.6227,1
0,5,h265,4,25,60,100,1.666599,0.07619091,7.619091,1234.293,1570.491,1
0,5,h265,4,25,60,50,1.666599,0.07619091,7.619091,617.1464,785.2454,1
0,5,h265,4,25,90,100,1.666599,0.07619091,7.619091,1851.439,2355.736,1
0,5,h265,4,25,90,50,1.666599,0.07619091,7.619091,925.7195,1177.868,1
0,5,h265,4,50,7,100,1.666599,0.07619091,7.619091,288.0016,366.4479,1
0,5,h265,4,50,7,50,1.666599,0.07619091,7.619091,144.0008,183.2239,1
0,5,h265,4,50,30,100,1.666599,0.07619091,7.619091,1234.293,1570.491,1
0,5,h265,4,50,30,50,1.666599,0.07619091,7.619091,617.1464,785.2454,1
0,5,h265,4,50,60,100,1.666599,0.07619091,7.619091,2468.585,3140.982,1
0,5,h265,4,50,60,50,1.666599,0.07619091,7.619091,1234.293,1570.491,1
0,5,h265,4,50,90,100,1.666599,0.07619091,7.619091,3702.878,4711.472,1
0,5,h265,4,50,90,50,1.666599,0.07619091,7.619091,1851.439,2355.736,1
0,5,h265,4,75,7,100,1.666599,0.07619091,7.619091,432.0025,549.6718,1
0,5,h265,4,75,7,50,1.666599,0.07619091,7.619091,216.0012,274.8359,1
0,5,h265,4,75,30,100,1.666599,0.07619091,7.619091,1851.439,2355.736,1
0,5,h265,4,75,30,50,1.666599,0.07619091,7.619091,925.7195,1177.868,1
0,5,h265,4,75,60,100,1.666599,0.07619091,7.619091,3702.878,4711.472,1
0,5,h265,4,75,60,50,1.666599,0.07619091,7.619091,1851.439,2355.736,1
0,5,h265,4,75,90,100,1.666599,0.07619091,7.619091,5554.317,7067.209,1
0,5,h265,4,75,90,50,1.666599,0.07619091,7.619091,2777.159,3533.604,1
0,5,h265,4,100,7,100,1.666599,0.07619091,7.619091,576.0033,732.8957,1
0,5,h265,4,100,7,50,1.666599,0.07619091,7.619091,288.0016,366.4479,1
0,5,h265,4,100,30,100,1.666599,0.07619091,7.619091,2468.585,3140.982,1
0,5,h265,4,100,30,50,1.666599,0.07619091,7.619091,1234.293,1570.491,1
0,5,h265,4,100,60,100,1.666599,0.07619091,7.619091,4937.171,6281.963,1
0,5,h265,4,100,60,50,1.666599,0.07619091,7.619091,2468.585,3140.982,1
0,5,h265,4,100,90,100,1.666599,0.07619091,7.619091,7405.756,9422.945,1
0,5,h265,4,100,90,50,1.666599,0.07619091,7.619091,3702.878,4711.472,1
0,5,h265,5,0,7,100,2.333238,0.1066673,10.66673,0.000000,0.000000,1
0,5,h265,5,0,7,50,2.333238,0.1066673,10.66673,0.000000,0.000000,1
0,5,h265,5,0,30,100,2.333238,0.1066673,10.66673,0.000000,0.000000,1
0,5,h265,5,0,30,50,2.333238,0.1066673,10.66673,0.000000,0.000000,1
0,5,h265,5,0,60,100,2.333238,0.1066673,10.66673,0.000000,0.000000,1
0,5,h265,5,0,60,50,2.333238,0.1066673,10.66673,0.000000,0.000000,1
0,5,h265,5,0,90,100,2.333238,0.1066673,10.66673,0.000000,0.000000,1
0,5,h265,5,0,90,50,2.333238,0.1066673,10.66673,0.000000,0.000000,1
0,5,h265,5,25,7,100,2.333238,0.1066673,10.66673,201.6011,256.5135,1
0,5,h265,5,25,7,50,2.333238,0.1066673,10.66673,100.8006,128.2568,1
0,5,h265,5,25,30,100,2.333238,0.1066673,10.66673,864.0049,1099.344,1
0,5,h265,5,25,30,50,2.333238,0.1066673,10.66673,432.0025,549.6718,1
0,5,h265,5,25,60,100,2.333238,0.1066673,10.66673,1728.010,2198.687,1
0,5,h265,5,25,60,50,2.333238,0.1066673,10.66673,864.0049,1099.344,1
0,5,h265,5,25,90,100,2.333238,0.1066673,10.66673,2592.015,3298.031,1
0,5,h265,5,25,90,50,2.333238,0.1066673,10.66673,1296.007,1649.015,1
0,5,h265,5,50,7,100,2.333238,0.1066673,10.66673,403.2023,513.0270,1
0,5,h265,5,50,7,50,2.333238,0.1066673,10.66673,201.6011,256.5135,1
0,5,h265,5,50,30,100,2.333238,0.1066673,10.66673,1728.010,2198.687,1
0,5,h265,5,50,30,50,2.333238,0.1066673,10.66673,864.0049,1099.344,1
0,5,h265,5,50,60,100,2.333238,0.1066673,10.66673,3456.020,4397.374,1
0,5,h265,5,50,60,50,2.333238,0.1066673,10.66673,1728.010,2198.687,1
0,5,h265,5,50,90,100,2.333238,0.1066673,10.66673,5184.029,6596.061,1
0,5,h265,5,50,90,50,2.333238,0.1066673,10.66673,2592.015,3298.031,1
0,5,h265,5,75,7,100,2.333238,0.1066673,10.66673,604.8034,769.5405,1
0,5,h265,5,75,7,50,2.333238,0.1066673,10.66673,302.4017,384.7703,1
0,5,h265,5,75,30,100,2.333238,0.1066673,10.66673,2592.015,3298.031,1
0,5,h265,5,75,30,50,2.333238,0.1066673,10.66673,1296.007,1649.015,1
0,5,h265,5,75,60,100,2.333238,0.1066673,10.66673,5184.029,6596.061,1
0,5,h265,5,75,60,50,2.333238,0.1066673,10.66673,2592.015,3298.031,1
0,5,h265,5,75,90,100,2.333238,0.1066673,10.66673,7776.044,9894.092,1
0,5,h265,5,75,90,50,2.333238,0.1066673,10.66673,3888.022,4947.046,1
0,5,h265,5,100,7,100,2.333238,0.1066673,10.66673,806.4046,1026.054,1
0,5,h265,5,100,7,50,2.333238,0.1066673,10.66673,403.2023,513.0270,1
0,5,h265,5,100,30,100,2.333238,0.1066673,10.66673,3456.020,4397.374,1
0,5,h265,5,100,30,50,2.333238,0.1066673,10.66673,1728.010,2198.687,1
0,5,h265,5,100,60,100,2.333238,0.1066673,10.66673,6912.039,8794.749,1
0,5,h265,5,100,60,50,2.333238,0.1066673,10.66673,3456.020,4397.374,1
0,5,h265,5,100,90,100,2.333238,0.1066673,10.66673,10368.06,13192.12,1
0,5,h265,5,100,90,50,2.333238,0.1066673,10.66673,5184.029,6596.061,1
0,5,h264,0,0,7,100,0.5746433,0.02627063,2.627063,0.000000,0.000000,1
0,5,h264,0,0,7,50,0.5746433,0.02627063,2.627063,0.000000,0.000000,1
0,5,h264,0,0,30,100,0.5746433,0.02627063,2.627063,0.000000,0.000000,1
0,5,h264,0,0,30,50,0.5746433,0.02627063,2.627063,0.000000,0.000000,1
0,5,h264,0,0,60,100,0.5746433,0.02627063,2.627063,0.000000,0.000000,1
0,5,h264,0,0,60,50,0.5746433,0.02627063,2.627063,0.000000,0.000000,1
0,5,h264,0,0,90,100,0.5746433,0.02627063,2.627063,0.000000,0.000000,1
0,5,h264,0,0,90,50,0.5746433,0.02627063,2.627063,0.000000,0.000000,1
0,5,h264,0,25,7,100,0.5746433,0.02627063,2.627063,49.65148,63.17561,1
0,5,h264,0,25,7,50,0.5746433,0.02627063,2.627063,24.82574,31.58781,1
0,5,h264,0,25,30,100,0.5746433,0.02627063,2.627063,212.7921,270.7526,1
0,5,h264,0,25,30,50,0.5746433,0.02627063,2.627063,106.3960,135.3763,1
0,5,h264,0,25,60,100,0.5746433,0.02627063,2.627063,425.5841,541.5052,1
0,5,h264,0,25,60,50,0.5746433,0.02627063,2.627063,212.7921,270.7526,1
0,5,h264,0,25,90,100,0.5746433,0.02627063,2.627063,638.3762,812.2579,1
0,5,h264,0,25,90,50,0.5746433,0.02627063,2.627063,319.1881,406.1289,1
0,5,h264,0,50,7,100,0.5746433,0.02627063,2.627063,99.30296,126.3512,1
0,5,h264,0,50,7,50,0.5746433,0.02627063,2.627063,49.65148,63.17561,1
0,5,h264,0,50,30,100,0.5746433,0.02627063,2.627063,425.5841,541.5052,1
0,5,h264,0,50,30,50,0.5746433,0.02627063,2.627063,212.7921,270.7526,1
0,5,h264,0,50,60,100,0.5746433,0.02627063,2.627063,851.1683,1083.010,1
0,5,h264,0,50,60,50,0.5746433,0.02627063,2.627063,425.5841,541.5052,1
0,5,h264,0,50,90,100,0.5746433,0.02627063,2.627063,1276.752,1624.516,1
0,5,h264,0,50,90,50,0.5746433,0.02627063,2.627063,638.3762,812.2579,1
0,5,h264,0,75,7,100,0.5746433,0.02627063,2.627063,148.9544,189.5268,1
0,5,h264,0,75,7,50,0.5746433,0.02627063,2.627063,74.47722,94.76342,1
0,5,h264,0,75,30,100,0.5746433,0.02627063,2.627063,638.3762,812.2579,1
0,5,h264,0,75,30,50,0.5746433,0.02627063,2.627063,319.1881,406.1289,1
0,5,h264,0,75,60,100,0.5746433,0.02627063,2.627063,1276.752,1624.516,1
0,5,h264,0,75,60,50,0.5746433,0.02627063,2.627063,638.3762,812.2579,1
0,5,h264,0,75,90,100,0.5746433,0.02627063,2.627063,1915.129,2436.774,1
0,5,h264,0,75,90,50,0.5746433,0.02627063,2.627063,957.5643,1218.387,1
0,5,h264,0,100,7,100,0.5746433,0.02627063,2.627063,198.6059,252.7024,1
0,5,h264,0,100,7,50,0.5746433,0.02627063,2.627063,99.30296,126.3512,1
0,5,h264,0,100,30,100,0.5746433,0.02627063,2.627063,851.1683,1083.010,1
0,5,h264,0,100,30,50,0.5746433,0.02627063,2.627063,425.5841,541.5052,1
0,5,h264,0,100,60,100,0.5746433,0.02627063,2.627063,1702.337,2166.021,1
0,5,h264,0,100,60,50,0.5746433,0.02627063,2.627063,851.1683,1083.010,1
0,5,h264,0,100,90,100,0.5746433,0.02627063,2.627063,2553.505,3249.031,1
0,5,h264,0,100,90,50,0.5746433,0.02627063,2.627063,1276.752,1624.516,1
0,5,h264,1,0,7,100,0.8619649,0.03940594,3.940594,0.000000,0.000000,1
0,5,h264,1,0,7,50,0.8619649,0.03940594,3.940594,0.000000,0.000000,1
0,5,h264,1,0,30,100,0.8619649,0.03940594,3.940594,0.000000,0.000000,1
0,5,h264,1,0,30,50,0.8619649,0.03940594,3.940594,0.000000,0.000000,1
0,5,h264,1,0,60,100,0.8619649,0.03940594,3.940594,0.000000,0.000000,1
0,5,h264,1,0,60,50,0.8619649,0.03940594,3.940594,0.000000,0.000000,1
0,5,h264,1,0,90,100,0.8619649,0.03940594,3.940594,0.000000,0.000000,1
0,5,h264,1,0,90,50,0.8619649,0.03940594,3.940594,0.000000,0.000000,1
0,5,h264,1,25,7,100,0.8619649,0.03940594,3.940594,74.47722,94.76342,1
0,5,h264,1,25,7,50,0.8619649,0.03940594,3.940594,37.23861,47.38171,1
0,5,h264,1,25,30,100,0.8619649,0.03940594,3.940594,319.1881,406.1289,1
0,5,h264,1,25,30,50,0.8619649,0.03940594,3.940594,159.5940,203.0645,1
0,5,h264,1,25,60,100,0.8619649,0.03940594,3.940594,638.3762,812.2579,1
0,5,h264,1,25,60,50,0.8619649,0.03940594,3.940594,319.1881,406.1289,1
0,5,h264,1,25,90,100,0.8619649,0.03940594,3.940594,957.5643,1218.387,1
0,5,h264,1,25,90,50,0.8619649,0.03940594,3.940594,478.7821,609.1934,1
0,5,h264,1,50,7,100,0.8619649,0.03940594,3.940594,148.9544,189.5268,1
0,5,h264,1,50,7,50,0.8619649,0.03940594,3.940594,74.47722,94.76342,1
0,5,h264,1,50,30,100,0.8619649,0.03940594,3.940594,638.3762,812.2579,1
0,5,h264,1,50,30,50,0.8619649,0.03940594,3.940594,319.1881,406.1289,1
0,5,h264,1,50,60,100,0.8619649,0.03940594,3.940594,1276.752,1624.516,1
0,5,h264,1,50,60,50,0.8619649,0.03940594,3.940594,638.3762,812.2579,1
0,5,h264,1,50,90,100,0.8619649,0.03940594,3.940594,1915.129,2436.774,1
0,5,h264,1,50,90,50,0.8619649,0.03940594,3.940594,957.5643,1218.387,1
